keyword,time_series,graph
informant,"23.0,23.0,20.0,24.0,27.0,21.0,25.0,22.0,27.0,25.0,25.0,19.0,23.0,22.0,28.0,23.0,28.0,26.0,20.0,23.0,21.0,23.0,22.0,26.0,26.0,26.0,25.0,27.0,23.0,24.0,23.0,26.0,22.0,25.0,24.0,19.0,22.0,21.0,19.0,27.0,23.0,22.0,23.0,22.0,19.0,19.0,27.0,39.0,27.0,36.0,32.0,26.0,21.0,27.0,22.0,25.0,22.0,24.0,23.0,25.0,21.0,24.0,22.0,26.0,19.0,21.0,22.0,27.0,23.0,22.0,19.0,20.0,23.0,28.0,21.0,25.0,23.0,21.0,24.0,22.0,20.0,23.0,23.0,24.0,24.0,21.0,21.0,24.0,24.0,20.0,22.0,23.0,16.0,20.0,18.0,18.0,18.0,22.0,23.0,23.0,23.0,32.0,24.0,22.0,19.0,16.0,20.0,21.0,20.0,22.0,24.0,19.0,19.0,23.0,38.0,28.0,26.0,28.0,28.0,22.0,23.0,22.0,21.0,22.0,27.0,37.0,32.0,35.0,36.0,35.0,28.0,29.0,26.0,25.0,23.0,20.0,29.0,24.0,23.0,19.0,31.0,21.0,26.0,55.0,100.0,33.0,28.0,27.0,23.0,22.0,21.0,19.0,19.0,19.0,29.0,65.0,75.0,65.0,50.0,44.0,31.0,33.0,28.0,28.0,34.0,31.0,29.0,38.0,28.0,32.0,33.0,36.0,36.0,30.0,28.0,26.0,36.0,45.0,39.0,31.0,30.0,27.0,29.0,32.0,27.0,26.0,22.0,23.0,25.0,35.0,29.0,21.0,23.0,22.0,22.0,20.0,18.0,21.0,20.0,25.0,21.0,20.0,21.0,24.0,20.0,22.0,21.0,19.0,20.0,23.0,25.0,23.0,22.0,23.0,33.0,23.0,24.0,24.0,22.0,25.0,27.0,29.0,29.0,21.0,25.0,24.0,21.0,24.0,22.0,27.0,21.0,21.0,22.0,19.0,19.0,21.0,18.0,34.0,23.0,19.0,19.0,24.0,27.0,33.0,30.0,27.0,28.0,26.0,22.0,20.0,25.0,22.0,21.0,22.0,16.0,22.0,20.0,17.0,19.0,19.0",
louse,"23.0,21.0,20.0,23.0,19.0,20.0,21.0,22.0,18.0,21.0,22.0,22.0,23.0,22.0,22.0,21.0,22.0,20.0,19.0,17.0,22.0,20.0,21.0,23.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,19.0,19.0,20.0,22.0,19.0,20.0,21.0,21.0,21.0,20.0,19.0,20.0,19.0,21.0,18.0,21.0,18.0,19.0,20.0,19.0,20.0,19.0,21.0,24.0,23.0,20.0,22.0,21.0,18.0,24.0,21.0,22.0,19.0,22.0,24.0,16.0,22.0,18.0,22.0,19.0,20.0,19.0,21.0,22.0,24.0,21.0,20.0,21.0,21.0,22.0,19.0,17.0,22.0,19.0,22.0,21.0,19.0,21.0,22.0,17.0,21.0,20.0,20.0,20.0,20.0,23.0,18.0,21.0,23.0,20.0,21.0,21.0,21.0,20.0,22.0,24.0,23.0,23.0,21.0,20.0,21.0,21.0,21.0,27.0,19.0,23.0,22.0,21.0,22.0,19.0,20.0,17.0,18.0,20.0,20.0,22.0,26.0,22.0,20.0,20.0,22.0,19.0,21.0,24.0,21.0,20.0,20.0,23.0,21.0,23.0,22.0,23.0,21.0,22.0,19.0,19.0,22.0,19.0,18.0,19.0,20.0,22.0,22.0,17.0,19.0,20.0,24.0,22.0,24.0,22.0,23.0,24.0,21.0,18.0,21.0,24.0,21.0,21.0,21.0,20.0,19.0,22.0,21.0,22.0,20.0,19.0,23.0,22.0,22.0,23.0,22.0,21.0,24.0,20.0,20.0,20.0,20.0,21.0,22.0,100.0,29.0,25.0,28.0,23.0,22.0,20.0,20.0,24.0,22.0,21.0,22.0,21.0,22.0,21.0,21.0,22.0,20.0,23.0,21.0,20.0,20.0,20.0,23.0,23.0,20.0,23.0,22.0,19.0,19.0,20.0,21.0,22.0,19.0,21.0,22.0,20.0,16.0,21.0,21.0,21.0,24.0,19.0,22.0,19.0,19.0,21.0,18.0,19.0,18.0,18.0,18.0,22.0,22.0,21.0,22.0,24.0,21.0,20.0,22.0,21.0,20.0,21.0,22.0,20.0,19.0,19.0,21.0,21.0,20.0",
surrogate,"21.0,21.0,19.0,22.0,19.0,25.0,21.0,19.0,21.0,22.0,20.0,18.0,21.0,19.0,20.0,22.0,22.0,21.0,20.0,19.0,18.0,19.0,19.0,20.0,21.0,18.0,17.0,27.0,19.0,20.0,22.0,19.0,22.0,21.0,18.0,21.0,17.0,18.0,21.0,21.0,21.0,21.0,21.0,27.0,19.0,18.0,20.0,18.0,19.0,24.0,18.0,18.0,19.0,19.0,21.0,21.0,20.0,25.0,26.0,21.0,22.0,20.0,22.0,22.0,24.0,22.0,22.0,21.0,25.0,25.0,18.0,20.0,20.0,17.0,18.0,18.0,22.0,20.0,21.0,21.0,22.0,19.0,21.0,20.0,20.0,34.0,28.0,23.0,22.0,30.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,22.0,22.0,34.0,46.0,44.0,25.0,23.0,22.0,39.0,24.0,20.0,19.0,17.0,19.0,35.0,25.0,27.0,57.0,27.0,25.0,23.0,26.0,27.0,26.0,49.0,27.0,25.0,28.0,29.0,28.0,27.0,27.0,29.0,100.0,53.0,29.0,36.0,59.0,38.0,32.0,40.0,31.0,26.0,24.0,23.0,23.0,21.0,20.0,22.0,20.0,20.0,17.0,19.0,19.0,25.0,20.0,21.0,20.0,21.0,22.0,20.0,22.0,24.0,20.0,20.0,18.0,19.0,23.0,27.0,21.0,21.0,19.0,21.0,19.0,21.0,58.0,31.0,22.0,22.0,22.0,20.0,24.0,20.0,50.0,23.0,28.0,21.0,23.0,23.0,19.0,24.0,21.0,19.0,20.0,18.0,20.0,24.0,24.0,18.0,23.0,23.0,49.0,35.0,21.0,22.0,20.0,21.0,20.0,20.0,17.0,20.0,16.0,18.0,19.0,20.0,18.0,20.0,20.0,19.0,20.0,20.0,19.0,19.0,19.0,22.0,22.0,20.0,19.0,19.0,20.0,20.0,19.0,20.0,19.0,20.0,25.0,22.0,22.0,23.0,21.0,22.0,24.0,27.0,25.0,19.0,20.0,19.0,22.0,22.0,25.0,25.0,25.0,34.0,25.0,28.0,25.0,23.0,21.0,25.0,25.0,25.0,22.0,21.0",
vanuatu,"21.0,22.0,20.0,24.0,21.0,20.0,20.0,34.0,26.0,37.0,24.0,22.0,22.0,24.0,21.0,22.0,21.0,21.0,21.0,22.0,29.0,26.0,28.0,24.0,22.0,26.0,22.0,24.0,21.0,21.0,21.0,19.0,21.0,59.0,25.0,25.0,49.0,25.0,25.0,20.0,26.0,28.0,22.0,25.0,33.0,22.0,24.0,24.0,25.0,23.0,31.0,31.0,24.0,23.0,24.0,25.0,23.0,21.0,23.0,24.0,22.0,23.0,22.0,21.0,24.0,25.0,23.0,24.0,21.0,25.0,22.0,24.0,23.0,25.0,26.0,23.0,26.0,24.0,23.0,26.0,24.0,26.0,28.0,25.0,24.0,29.0,26.0,23.0,24.0,36.0,35.0,39.0,60.0,26.0,24.0,23.0,26.0,30.0,34.0,25.0,28.0,26.0,25.0,27.0,24.0,23.0,23.0,31.0,25.0,35.0,61.0,39.0,33.0,28.0,22.0,24.0,23.0,22.0,26.0,23.0,26.0,24.0,24.0,23.0,25.0,25.0,24.0,23.0,24.0,22.0,27.0,27.0,25.0,34.0,24.0,23.0,24.0,27.0,40.0,26.0,26.0,28.0,24.0,25.0,23.0,23.0,25.0,23.0,28.0,27.0,24.0,29.0,29.0,33.0,29.0,23.0,24.0,32.0,26.0,25.0,26.0,24.0,26.0,26.0,28.0,24.0,27.0,23.0,24.0,23.0,29.0,23.0,31.0,22.0,25.0,26.0,25.0,26.0,27.0,25.0,28.0,26.0,31.0,30.0,25.0,23.0,24.0,30.0,36.0,28.0,24.0,26.0,23.0,24.0,24.0,25.0,26.0,29.0,30.0,100.0,45.0,25.0,30.0,30.0,24.0,24.0,25.0,27.0,29.0,30.0,28.0,28.0,26.0,25.0,27.0,44.0,31.0,32.0,30.0,27.0,28.0,27.0,25.0,26.0,25.0,24.0,23.0,25.0,24.0,29.0,32.0,30.0,25.0,25.0,27.0,26.0,27.0,28.0,26.0,22.0,21.0,21.0,55.0,21.0,26.0,21.0,20.0,20.0,36.0,24.0,24.0,25.0,17.0,16.0,17.0,20.0,16.0,17.0,18.0,17.0",
mareis,"82.0,40.0,29.0,40.0,39.0,39.0,44.0,66.0,41.0,33.0,65.0,33.0,49.0,49.0,58.0,56.0,33.0,39.0,56.0,68.0,59.0,34.0,75.0,74.0,51.0,52.0,62.0,39.0,72.0,45.0,56.0,58.0,23.0,40.0,74.0,68.0,62.0,46.0,34.0,23.0,52.0,47.0,60.0,52.0,29.0,47.0,84.0,30.0,55.0,43.0,56.0,45.0,71.0,37.0,42.0,42.0,42.0,87.0,23.0,26.0,59.0,35.0,81.0,35.0,50.0,46.0,51.0,33.0,24.0,55.0,41.0,42.0,34.0,48.0,64.0,48.0,24.0,42.0,24.0,27.0,62.0,46.0,51.0,32.0,37.0,58.0,87.0,64.0,39.0,37.0,26.0,33.0,34.0,91.0,72.0,67.0,58.0,46.0,46.0,34.0,46.0,51.0,55.0,44.0,78.0,16.0,66.0,24.0,56.0,54.0,56.0,96.0,53.0,59.0,37.0,84.0,63.0,41.0,36.0,46.0,47.0,47.0,59.0,80.0,65.0,35.0,40.0,35.0,40.0,30.0,25.0,50.0,54.0,74.0,59.0,25.0,36.0,51.0,35.0,23.0,60.0,68.0,45.0,60.0,53.0,61.0,35.0,44.0,40.0,65.0,45.0,50.0,26.0,66.0,100.0,64.0,45.0,31.0,75.0,29.0,39.0,36.0,66.0,74.0,64.0,45.0,44.0,44.0,34.0,29.0,30.0,54.0,44.0,30.0,56.0,50.0,63.0,49.0,58.0,36.0,29.0,57.0,43.0,38.0,28.0,43.0,53.0,34.0,51.0,59.0,48.0,51.0,30.0,29.0,34.0,58.0,38.0,29.0,62.0,62.0,58.0,77.0,15.0,53.0,53.0,55.0,65.0,79.0,88.0,87.0,52.0,37.0,34.0,32.0,37.0,64.0,69.0,46.0,31.0,54.0,49.0,54.0,41.0,40.0,40.0,32.0,41.0,84.0,43.0,79.0,25.0,39.0,47.0,60.0,51.0,43.0,70.0,33.0,29.0,32.0,43.0,19.0,36.0,19.0,35.0,58.0,47.0,55.0,36.0,24.0,51.0,39.0,52.0,45.0,54.0,54.0,47.0,81.0,30.0,76.0",
hawker,"74.0,100.0,23.0,20.0,20.0,20.0,18.0,18.0,19.0,18.0,18.0,17.0,49.0,22.0,20.0,19.0,17.0,19.0,19.0,21.0,19.0,18.0,19.0,19.0,17.0,19.0,18.0,18.0,18.0,21.0,21.0,20.0,17.0,18.0,21.0,19.0,19.0,17.0,18.0,18.0,19.0,19.0,19.0,18.0,17.0,19.0,17.0,20.0,20.0,19.0,21.0,20.0,19.0,22.0,19.0,19.0,21.0,20.0,21.0,19.0,20.0,18.0,19.0,19.0,18.0,19.0,19.0,19.0,18.0,18.0,17.0,19.0,19.0,19.0,22.0,19.0,18.0,20.0,21.0,20.0,20.0,21.0,18.0,19.0,21.0,19.0,20.0,21.0,23.0,20.0,19.0,19.0,18.0,19.0,19.0,28.0,20.0,22.0,22.0,22.0,21.0,23.0,23.0,20.0,20.0,23.0,21.0,20.0,19.0,22.0,21.0,20.0,24.0,21.0,21.0,21.0,21.0,20.0,19.0,20.0,24.0,24.0,22.0,23.0,24.0,21.0,22.0,21.0,22.0,21.0,20.0,23.0,22.0,21.0,23.0,21.0,22.0,24.0,21.0,20.0,20.0,20.0,18.0,19.0,19.0,20.0,21.0,19.0,22.0,21.0,24.0,22.0,23.0,22.0,22.0,24.0,22.0,25.0,22.0,23.0,23.0,21.0,20.0,21.0,22.0,21.0,22.0,19.0,20.0,21.0,23.0,21.0,20.0,24.0,21.0,23.0,21.0,18.0,23.0,20.0,20.0,21.0,21.0,20.0,22.0,24.0,21.0,23.0,21.0,23.0,22.0,23.0,21.0,21.0,20.0,22.0,23.0,23.0,24.0,24.0,23.0,24.0,22.0,23.0,23.0,21.0,22.0,24.0,22.0,23.0,23.0,22.0,23.0,23.0,23.0,22.0,21.0,22.0,21.0,21.0,23.0,21.0,24.0,21.0,21.0,20.0,20.0,24.0,23.0,19.0,20.0,19.0,19.0,19.0,20.0,21.0,22.0,19.0,16.0,16.0,16.0,16.0,15.0,16.0,17.0,17.0,17.0,16.0,16.0,17.0,16.0,18.0,39.0,19.0,19.0,22.0,21.0,20.0,22.0,21.0",
surprisingly,"44.0,68.0,66.0,64.0,68.0,70.0,73.0,66.0,64.0,65.0,75.0,61.0,68.0,70.0,63.0,69.0,73.0,60.0,77.0,47.0,79.0,82.0,83.0,79.0,90.0,68.0,66.0,86.0,71.0,74.0,85.0,58.0,54.0,86.0,92.0,83.0,76.0,81.0,67.0,69.0,63.0,68.0,58.0,88.0,59.0,66.0,57.0,54.0,57.0,59.0,65.0,56.0,55.0,64.0,61.0,70.0,82.0,80.0,66.0,74.0,64.0,73.0,73.0,74.0,88.0,56.0,72.0,100.0,84.0,62.0,53.0,58.0,62.0,73.0,68.0,71.0,75.0,64.0,71.0,72.0,62.0,78.0,82.0,83.0,73.0,62.0,78.0,89.0,81.0,67.0,65.0,57.0,60.0,66.0,52.0,61.0,62.0,60.0,54.0,54.0,61.0,60.0,70.0,51.0,53.0,63.0,57.0,58.0,62.0,65.0,71.0,63.0,82.0,86.0,73.0,70.0,80.0,64.0,69.0,83.0,84.0,75.0,65.0,62.0,66.0,72.0,59.0,75.0,76.0,71.0,60.0,76.0,65.0,76.0,69.0,68.0,72.0,65.0,66.0,83.0,74.0,66.0,81.0,67.0,78.0,57.0,71.0,56.0,52.0,55.0,54.0,62.0,64.0,65.0,50.0,49.0,60.0,52.0,69.0,57.0,62.0,74.0,68.0,68.0,71.0,70.0,69.0,67.0,72.0,74.0,68.0,73.0,80.0,65.0,66.0,50.0,66.0,67.0,80.0,59.0,70.0,72.0,67.0,78.0,89.0,72.0,68.0,64.0,77.0,83.0,78.0,71.0,64.0,63.0,72.0,62.0,70.0,54.0,67.0,65.0,70.0,58.0,56.0,53.0,68.0,45.0,50.0,60.0,50.0,50.0,68.0,62.0,75.0,96.0,83.0,74.0,73.0,74.0,85.0,73.0,68.0,66.0,65.0,67.0,81.0,67.0,66.0,59.0,55.0,69.0,62.0,77.0,63.0,68.0,65.0,70.0,74.0,64.0,69.0,84.0,77.0,74.0,79.0,86.0,86.0,90.0,90.0,81.0,91.0,70.0,79.0,62.0,70.0,68.0,60.0,76.0,79.0,62.0,75.0,73.0",
wattle,"90.0,88.0,83.0,78.0,67.0,74.0,80.0,72.0,73.0,78.0,78.0,74.0,72.0,74.0,75.0,64.0,55.0,50.0,68.0,43.0,59.0,59.0,70.0,59.0,79.0,74.0,79.0,85.0,88.0,79.0,71.0,72.0,74.0,70.0,73.0,73.0,75.0,78.0,77.0,69.0,68.0,66.0,66.0,59.0,59.0,66.0,55.0,64.0,81.0,75.0,72.0,88.0,78.0,85.0,90.0,74.0,74.0,84.0,70.0,79.0,80.0,72.0,83.0,75.0,82.0,68.0,81.0,62.0,57.0,54.0,52.0,44.0,56.0,63.0,56.0,65.0,67.0,72.0,79.0,83.0,79.0,73.0,79.0,88.0,82.0,72.0,72.0,79.0,79.0,98.0,80.0,79.0,75.0,78.0,70.0,65.0,65.0,66.0,63.0,74.0,72.0,84.0,84.0,87.0,78.0,81.0,89.0,78.0,73.0,78.0,82.0,73.0,87.0,84.0,85.0,80.0,86.0,86.0,90.0,67.0,66.0,64.0,67.0,55.0,62.0,67.0,68.0,68.0,68.0,65.0,69.0,82.0,72.0,86.0,77.0,83.0,75.0,72.0,99.0,81.0,69.0,82.0,73.0,76.0,86.0,77.0,67.0,62.0,61.0,58.0,65.0,61.0,70.0,80.0,91.0,78.0,83.0,76.0,91.0,77.0,74.0,72.0,78.0,92.0,97.0,77.0,78.0,80.0,74.0,77.0,76.0,98.0,64.0,59.0,61.0,56.0,64.0,66.0,59.0,68.0,75.0,68.0,76.0,69.0,85.0,77.0,72.0,78.0,78.0,74.0,71.0,63.0,80.0,66.0,70.0,71.0,79.0,78.0,71.0,66.0,64.0,62.0,64.0,70.0,70.0,76.0,78.0,85.0,82.0,95.0,89.0,85.0,77.0,81.0,75.0,77.0,82.0,84.0,89.0,80.0,72.0,81.0,83.0,88.0,84.0,64.0,100.0,63.0,76.0,68.0,68.0,65.0,69.0,66.0,70.0,76.0,74.0,79.0,73.0,69.0,60.0,65.0,65.0,65.0,73.0,72.0,68.0,71.0,77.0,73.0,69.0,68.0,67.0,70.0,87.0,72.0,67.0,71.0,78.0,77.0",
reedy,"27.0,24.0,27.0,24.0,24.0,25.0,27.0,25.0,25.0,21.0,23.0,22.0,19.0,20.0,18.0,23.0,23.0,21.0,18.0,21.0,25.0,20.0,20.0,27.0,23.0,24.0,21.0,25.0,22.0,22.0,23.0,22.0,22.0,27.0,24.0,23.0,31.0,25.0,26.0,24.0,23.0,21.0,27.0,22.0,25.0,23.0,23.0,23.0,23.0,26.0,22.0,21.0,22.0,27.0,27.0,28.0,22.0,22.0,24.0,24.0,19.0,22.0,22.0,25.0,21.0,20.0,17.0,17.0,22.0,20.0,20.0,21.0,19.0,23.0,27.0,26.0,21.0,23.0,22.0,26.0,29.0,25.0,23.0,27.0,27.0,30.0,25.0,29.0,24.0,25.0,24.0,22.0,28.0,24.0,27.0,23.0,28.0,23.0,22.0,22.0,24.0,21.0,24.0,29.0,28.0,28.0,32.0,26.0,25.0,25.0,29.0,24.0,27.0,23.0,26.0,24.0,29.0,24.0,23.0,22.0,26.0,23.0,23.0,19.0,23.0,24.0,24.0,26.0,31.0,34.0,23.0,26.0,24.0,23.0,27.0,25.0,25.0,25.0,26.0,27.0,23.0,29.0,23.0,23.0,26.0,25.0,27.0,23.0,23.0,22.0,21.0,25.0,24.0,21.0,26.0,24.0,21.0,24.0,23.0,23.0,23.0,26.0,20.0,25.0,26.0,23.0,24.0,21.0,23.0,20.0,22.0,24.0,20.0,22.0,19.0,18.0,24.0,18.0,23.0,23.0,22.0,19.0,24.0,18.0,21.0,25.0,20.0,20.0,23.0,22.0,25.0,24.0,30.0,28.0,23.0,21.0,26.0,24.0,21.0,24.0,22.0,22.0,22.0,23.0,22.0,24.0,19.0,24.0,24.0,24.0,23.0,23.0,21.0,22.0,21.0,22.0,25.0,100.0,36.0,26.0,22.0,21.0,26.0,20.0,26.0,25.0,16.0,20.0,25.0,25.0,23.0,30.0,29.0,32.0,21.0,22.0,26.0,20.0,19.0,17.0,20.0,19.0,18.0,19.0,20.0,22.0,21.0,20.0,23.0,23.0,36.0,23.0,21.0,22.0,21.0,22.0,17.0,19.0,20.0,21.0",
remade,"22.0,19.0,24.0,21.0,26.0,21.0,24.0,24.0,24.0,25.0,24.0,28.0,20.0,22.0,23.0,29.0,24.0,23.0,25.0,27.0,29.0,27.0,27.0,24.0,23.0,24.0,21.0,25.0,23.0,27.0,41.0,26.0,28.0,23.0,23.0,27.0,23.0,28.0,23.0,24.0,27.0,32.0,25.0,22.0,26.0,26.0,36.0,27.0,24.0,28.0,24.0,21.0,21.0,32.0,27.0,24.0,26.0,24.0,27.0,27.0,27.0,24.0,100.0,37.0,29.0,31.0,31.0,22.0,29.0,24.0,32.0,29.0,24.0,25.0,27.0,27.0,26.0,29.0,25.0,20.0,28.0,28.0,31.0,32.0,34.0,23.0,30.0,29.0,25.0,33.0,26.0,22.0,25.0,28.0,21.0,28.0,23.0,28.0,24.0,23.0,35.0,20.0,19.0,24.0,18.0,21.0,32.0,28.0,29.0,33.0,24.0,23.0,28.0,26.0,21.0,22.0,27.0,27.0,27.0,29.0,27.0,28.0,28.0,35.0,19.0,29.0,30.0,23.0,29.0,19.0,20.0,22.0,34.0,39.0,36.0,23.0,27.0,27.0,24.0,25.0,25.0,23.0,27.0,27.0,20.0,27.0,24.0,23.0,23.0,30.0,20.0,19.0,24.0,23.0,27.0,42.0,29.0,32.0,26.0,25.0,26.0,28.0,28.0,22.0,30.0,25.0,29.0,27.0,32.0,34.0,30.0,59.0,31.0,31.0,26.0,30.0,35.0,36.0,28.0,29.0,23.0,24.0,24.0,26.0,40.0,27.0,29.0,27.0,25.0,23.0,24.0,29.0,23.0,19.0,28.0,20.0,28.0,27.0,29.0,29.0,22.0,23.0,31.0,28.0,27.0,29.0,27.0,23.0,28.0,31.0,31.0,30.0,32.0,40.0,33.0,30.0,30.0,26.0,21.0,26.0,23.0,26.0,26.0,40.0,29.0,32.0,29.0,31.0,26.0,26.0,31.0,29.0,23.0,18.0,21.0,25.0,25.0,22.0,23.0,16.0,21.0,18.0,31.0,27.0,25.0,24.0,27.0,29.0,27.0,22.0,23.0,22.0,27.0,27.0,25.0,31.0,23.0,24.0,22.0,18.0",
slashed,"19.0,25.0,24.0,25.0,26.0,26.0,19.0,25.0,21.0,28.0,31.0,31.0,18.0,24.0,20.0,25.0,24.0,40.0,27.0,26.0,37.0,33.0,29.0,33.0,28.0,31.0,39.0,31.0,37.0,28.0,36.0,31.0,43.0,32.0,28.0,33.0,23.0,27.0,38.0,27.0,32.0,23.0,27.0,25.0,16.0,27.0,22.0,38.0,22.0,35.0,28.0,20.0,23.0,22.0,44.0,30.0,54.0,39.0,26.0,27.0,25.0,27.0,30.0,24.0,33.0,28.0,28.0,33.0,22.0,21.0,38.0,18.0,30.0,29.0,28.0,31.0,30.0,26.0,28.0,28.0,30.0,35.0,27.0,33.0,100.0,36.0,28.0,25.0,27.0,27.0,26.0,26.0,18.0,26.0,40.0,27.0,33.0,28.0,28.0,30.0,32.0,34.0,30.0,42.0,29.0,21.0,30.0,29.0,32.0,29.0,28.0,27.0,28.0,34.0,36.0,33.0,34.0,31.0,27.0,22.0,26.0,22.0,25.0,20.0,23.0,28.0,24.0,26.0,26.0,24.0,29.0,25.0,29.0,19.0,22.0,18.0,31.0,24.0,21.0,28.0,22.0,28.0,27.0,19.0,22.0,30.0,18.0,17.0,23.0,30.0,19.0,24.0,31.0,45.0,29.0,23.0,24.0,21.0,25.0,22.0,23.0,32.0,26.0,25.0,29.0,32.0,30.0,23.0,23.0,23.0,25.0,27.0,22.0,34.0,35.0,26.0,24.0,26.0,21.0,32.0,91.0,28.0,28.0,30.0,27.0,28.0,31.0,37.0,30.0,36.0,23.0,97.0,34.0,29.0,18.0,26.0,24.0,23.0,17.0,29.0,24.0,28.0,21.0,29.0,27.0,33.0,27.0,23.0,28.0,24.0,37.0,29.0,39.0,35.0,32.0,28.0,33.0,28.0,23.0,26.0,20.0,31.0,31.0,29.0,25.0,30.0,23.0,18.0,26.0,23.0,21.0,28.0,30.0,25.0,27.0,31.0,26.0,34.0,35.0,47.0,33.0,29.0,31.0,41.0,23.0,30.0,30.0,28.0,26.0,22.0,40.0,60.0,57.0,33.0,36.0,32.0,34.0,37.0,45.0,34.0",
omegle now,"0,0,0,15,0,0,27,0,0,15,16,0,0,0,19,38,27,16,23,18,14,0,0,0,22,0,15,0,21,0,18,27,24,15,16,0,17,13,17,17,23,14,19,22,20,25,29,34,37,33,23,21,34,30,25,25,21,37,43,37,32,60,94,27,41,44,47,39,29,28,30,39,32,22,33,42,36,32,34,32,63,48,56,50,39,41,33,32,37,44,36,31,38,40,39,36,47,22,27,42,45,31,36,45,24,34,42,40,41,37,32,45,52,26,30,31,27,35,35,44,34,32,19,26,19,28,29,27,32,26,26,33,28,37,41,29,20,43,52,38,31,43,47,46,40,36,40,34,40,53,52,48,41,51,40,44,48,51,45,49,60,48,36,51,51,48,64,48,65,40,49,48,39,25,37,56,44,45,51,46,62,45,47,46,47,42,43,61,61,35,51,46,47,38,49,57,54,64,65,59,56,55,62,54,57,60,45,55,51,55,46,74,46,63,61,54,66,59,54,53,44,46,36,50,43,46,40,48,52,32,36,35,100,68,37,29,31,24,26,24,28,24,15,24,14,24,25,24,15,20,28,18,16,20,24,15,0,15,4,15",
quadruplet,"44.0,58.0,35.0,35.0,53.0,61.0,56.0,56.0,19.0,74.0,37.0,48.0,37.0,33.0,33.0,51.0,45.0,38.0,46.0,67.0,51.0,42.0,82.0,58.0,35.0,50.0,50.0,34.0,60.0,57.0,65.0,47.0,70.0,65.0,42.0,65.0,38.0,59.0,35.0,46.0,51.0,67.0,58.0,39.0,56.0,36.0,17.0,33.0,33.0,41.0,38.0,45.0,26.0,38.0,16.0,36.0,49.0,55.0,43.0,58.0,75.0,47.0,51.0,59.0,42.0,31.0,65.0,100.0,91.0,71.0,60.0,41.0,61.0,40.0,61.0,79.0,46.0,50.0,36.0,68.0,56.0,55.0,42.0,50.0,64.0,71.0,55.0,75.0,53.0,65.0,57.0,49.0,38.0,23.0,37.0,57.0,30.0,39.0,24.0,46.0,46.0,38.0,34.0,15.0,37.0,52.0,44.0,44.0,25.0,36.0,47.0,40.0,43.0,40.0,75.0,43.0,60.0,55.0,49.0,42.0,63.0,56.0,48.0,70.0,37.0,86.0,57.0,47.0,71.0,57.0,31.0,47.0,46.0,67.0,67.0,40.0,35.0,27.0,34.0,58.0,61.0,34.0,37.0,41.0,41.0,75.0,44.0,33.0,61.0,30.0,41.0,61.0,24.0,24.0,47.0,57.0,20.0,41.0,30.0,27.0,49.0,46.0,36.0,60.0,43.0,34.0,53.0,30.0,29.0,69.0,37.0,49.0,65.0,40.0,38.0,50.0,39.0,50.0,46.0,35.0,49.0,51.0,55.0,39.0,29.0,26.0,42.0,36.0,52.0,59.0,39.0,55.0,30.0,45.0,43.0,43.0,45.0,39.0,45.0,48.0,69.0,65.0,46.0,26.0,49.0,34.0,64.0,55.0,26.0,52.0,58.0,69.0,65.0,44.0,46.0,62.0,53.0,49.0,30.0,58.0,49.0,60.0,27.0,57.0,45.0,31.0,62.0,17.0,23.0,30.0,26.0,41.0,47.0,44.0,67.0,46.0,48.0,64.0,58.0,84.0,50.0,63.0,75.0,34.0,55.0,79.0,45.0,56.0,51.0,43.0,47.0,58.0,57.0,36.0,31.0,31.0,29.0,57.0,64.0,72.0",
